IKA NORTH- EAST,DELTA
IKA - SOUTH,DELTA
ISOKO NORTH,DELTA
ISOKO SOUTH,DELTA
NDOKWA EAST,DELTA
NDOKWA WEST,DELTA
OKPE,DELTA
OSHIMILI - NORTH,DELTA
OSHIMILI - SOUTH,DELTA
PATANI,DELTA
SAPELE,DELTA
UDU,DELTA
UGHELLI NORTH,DELTA
UGHELLI SOUTH,DELTA
UKWUANI,DELTA
UVWIE,DELTA
WARRI NORTH,DELTA
WARRI SOUTH,DELTA
WARRI SOUTH WEST,DELTA
ABAKALIKI,EBONYI
AFIKPO NORTH,EBONYI
AFIKPO SOUTH,EBONYI
EBONYI,EBONYI
EZZA NORTH,EBONYI
EZZA SOUTH,EBONYI
IKWO,EBONYI
ISHIELU,EBONYI
IVO,EBONYI
IZZI,EBONYI
OHAOZARA,EBONYI
OHAUKWU,EBONYI
ONICHA,EBONYI
AKOKO EDO,EDO
EGOR,EDO
ESAN CENTRAL,EDO
ESAN NORTH EAST,EDO
ESAN SOUTH EAST,EDO
ESAN WEST,EDO
ETSAKO CENTRAL,EDO
ETSAKO EAST,EDO
ETSAKO WEST,EDO
IGUEBEN,EDO
IKPOBA/OKHA,EDO
OREDO,EDO
ORHIONMWON,EDO
OVIA NORTH EAST,EDO
OVIA SOUTH WEST,EDO
OWAN EAST,EDO
OWAN WEST,EDO
UHUNMWODE,EDO
ADO EKITI,EKITI
EFON,EKITI
EKITI EAST,EKITI
EKITI WEST,EKITI
EKITI SOUTH WEST,EKITI
EMURE,EKITI
GBONYIN,EKITI
IDO / OSI,EKITI
IJERO,EKITI
IKERE,EKITI
IKOLE,EKITI
ILEJEMEJE,EKITI
IREPODUN / IFELODUN,EKITI
ISE / ORUN,EKITI
MOBA,EKITI
OYE,EKITI
ANINRI,ENUGU
AWGU,ENUGU
ENUGU EAST,ENUGU
ENUGU NORTH,ENUGU
ENUGU SOUTH,ENUGU
EZEAGU,ENUGU
IGBO ETITI,ENUGU
IGBO EZE NORTH,ENUGU
IGBO EZE SOUTH,ENUGU
ISI UZO,ENUGU
NKANU EAST,ENUGU
NKANU WEST,ENUGU
NSUKKA,ENUGU
OJI-RIVER,ENUGU
UDENU,ENUGU
UDI,ENUGU
UZO-UWANI,ENUGU
ABAJI,FEDERAL CAPITAL TERRITORY
BWARI,FEDERAL CAPITAL TERRITORY
GWAGWALADA,FEDERAL CAPITAL TERRITORY
KUJE,FEDERAL CAPITAL TERRITORY
KWALI,FEDERAL CAPITAL TERRITORY
MUNICIPAL,FEDERAL CAPITAL TERRITORY
AKKO,GOMBE
BALANGA,GOMBE
BILLIRI,GOMBE
DUKKU,GOMBE
FUNAKAYE,GOMBE
GOMBE,GOMBE
KALTUNGO,GOMBE
KWAMI,GOMBE
NAFADA,GOMBE
SHONGOM,GOMBE
YALMALTU/ DEBA,GOMBE
ABOH MBAISE,IMO
AHIAZU MBAISE,IMO
EHIME MBANO,IMO
EZINIHITTE MBAISE,IMO
IDEATO NORTH,IMO
IDEATO SOUTH,IMO
IHITTE/UBOMA (ISINWEKE),IMO
IKEDURU (IHO),IMO
ISIALA MBANO (UMUELEMAI),IMO
ISU (UMUNDUGBA),IMO
MBAITOLI (NWAORIEUBI),IMO
NGOR OKPALA (UMUNEKE),IMO
NJABA (NNENASA),IMO
NKWERRE,IMO
NWANGELE (ONU-NWANGELE AMAIGBO),IMO
OBOWO (OTOKO),IMO
OGUTA (OGUTA),IMO
OHAJI/EGBEMA (MMAHU-EGBEMA),IMO
OKIGWE (OKIGWE),IMO
ONUIMO (OKWE),IMO
ORLU,IMO
ORSU (AWO IDEMILI),IMO
ORU-EAST,IMO
ORU WEST (MGBIDI),IMO
OWERRI MUNICIPAL,IMO
OWERRI NORTH (ORIE URATTA),IMO
OWERRI WEST (UMUGUMA),IMO
AUYO,JIGAWA
BABURA,JIGAWA
BIRNIN KUDU,JIGAWA
BIRNIWA,JIGAWA
BUJI,JIGAWA
DUTSE,JIGAWA
GARKI,JIGAWA
GAGARAWA,JIGAWA
GUMEL,JIGAWA
GURI,JIGAWA
GWARAM,JIGAWA
GWIWA,JIGAWA
HADEJIA,JIGAWA
JAHUN,JIGAWA
KAFIN HAUSA,JIGAWA
KAUGAMA,JIGAWA
KAZAURE,JIGAWA
KIRIKA SAMMA,JIGAWA
KIYAWA,JIGAWA
MAIGATARI,JIGAWA
MALAM MADORI,JIGAWA
MIGA,JIGAWA
RINGIM,JIGAWA
RONI,JIGAWA
SULE-TANKARKAR,JIGAWA
TAURA,JIGAWA
YANKWASHI,JIGAWA
BIRNIN GWARI,KADUNA
CHIKUN,KADUNA
GIWA,KADUNA
IGABI,KADUNA
IKARA,KADUNA
JABA,KADUNA
JEMA'A,KADUNA
KACHIA,KADUNA
KADUNA NORTH,KADUNA
KADUNA SOUTH,KADUNA
KAGARKO,KADUNA
KAJURU,KADUNA
KAURA,KADUNA
KAURU,KADUNA
KUBAU,KADUNA
KUDAN,KADUNA
LERE,KADUNA
MAKARFI,KADUNA
SABON GARI,KADUNA
SANGA,KADUNA
SOBA,KADUNA
ZANGON KATAF,KADUNA
ZARIA,KADUNA
AJINGI,KANO
ALBASU,KANO
BAGWAI,KANO
BEBEJI,KANO
BICHI,KANO
BUNKURE,KANO
DALA,KANO
DANBATA,KANO
DAWAKI KUDU,KANO
DAWAKI TOFA,KANO
DOGUWA,KANO
FAGGE,KANO
GABASAWA,KANO
GARKO,KANO
GARUN MALAM,KANO
GAYA,KANO
GEZAWA,KANO
GWALE,KANO
GWARZO,KANO
KABO,KANO
KANO MUNICIPAL,KANO
KARAYE,KANO
KIBIYA,KANO
KIRU,KANO
KUMBOTSO,KANO
KUNCHI,KANO
KURA,KANO
MADOBI,KANO
MAKODA,KANO
MINJIBIR,KANO
NASARAWA,KANO
RANO,KANO
RIMIN GADO,KANO
ROGO,KANO
SHANONO,KANO
SUMAILA,KANO
TAKAI,KANO
TARAUNI,KANO
TOFA,KANO
TSANYAWA,KANO
TUDUN WADA,KANO
UNGOGO,KANO
WARAWA,KANO
WUDIL,KANO
BAKORI,KATSINA
BATAGARAWA,KATSINA
BATSARI,KATSINA
BAURE,KATSINA
BINDAWA,KATSINA
CHARANCHI,KATSINA
DANDUME,KATSINA
DANJA,KATSINA
DAN MUSA,KATSINA
DAURA,KATSINA
DUTSI,KATSINA
DUTSIN-MA,KATSINA
FASKARI,KATSINA
FUNTUA,KATSINA
INGAWA,KATSINA
JIBIA,KATSINA
KAFUR,KATSINA
KAITA,KATSINA
KANKARA,KATSINA
KANKIA,KATSINA
KATSINA,KATSINA
KURFI,KATSINA
KUSADA,KATSINA
MAI'ADUA,KATSINA
MALUFASHI,KATSINA
MANI,KATSINA
MASHI,KATSINA
MATAZU,KATSINA
MUSAWA,KATSINA
RIMI,KATSINA
SABUWA,KATSINA
SAFANA,KATSINA
SANDAMU,KATSINA
ZANGO,KATSINA
ALIERO,KEBBI
AREWA,KEBBI
ARGUNGU,KEBBI
AUGIE,KEBBI
BAGUDO,KEBBI
BIRNIN KEBBI,KEBBI
BUNZA,KEBBI
DANDI,KEBBI
FAKAI,KEBBI
GWANDU,KEBBI
JEGA,KEBBI
KALGO,KEBBI
KOKO/BESSE,KEBBI
MAIYAMA,KEBBI
NGASKI,KEBBI
SAKABA,KEBBI
SHANGA,KEBBI
SURU,KEBBI
WASAGU/DANKO,KEBBI
YAURI,KEBBI
ZURU,KEBBI
ADAVI,KOGI
AJAOKUTA,KOGI
ANKPA,KOGI
BASSA,KOGI
DEKINA,KOGI
IBAJI,KOGI
IDAH,KOGI
IGALAMELA/ODOLU,KOGI
IJUMU,KOGI
KABBA/BUNU,KOGI
KOGI . K. K.,KOGI
LOKOJA,KOGI
MOPA MORO,KOGI
OFU,KOGI
OGORI MANGOGO,KOGI
OKEHI,KOGI
OKENE,KOGI
OLAMABORO,KOGI
OMALA,KOGI
YAGBA EAST,KOGI
YAGBA WEST,KOGI
ASA,KWARA
BARUTEN,KWARA
EDU,KWARA
EKITI,KWARA
IFELODUN,KWARA
ILORIN EAST,KWARA
ILORIN-SOUTH,KWARA
ILORIN-WEST,KWARA
IREPODUN,KWARA
ISIN,KWARA
KAIAMA,KWARA
MORO,KWARA
OFFA,KWARA
OKE - ERO,KWARA
OYUN,KWARA
PATIGI,KWARA
AGEGE,LAGOS
AJEROMI/IFELODUN,LAGOS
ALIMOSHO,LAGOS
AMUWO-ODOFIN,LAGOS
APAPA,LAGOS
BADAGRY,LAGOS
EPE,LAGOS
ETI-OSA,LAGOS
IBEJU/LEKKI,LAGOS
IFAKO-IJAYE,LAGOS
IKEJA,LAGOS
IKORODU,LAGOS
KOSOFE,LAGOS
LAGOS ISLAND,LAGOS
LAGOS MAINLAND,LAGOS
MUSHIN,LAGOS
OJO,LAGOS
OSHODI/ISOLO,LAGOS
SOMOLU,LAGOS
SURULERE,LAGOS
AKWANGA,NASARAWA
AWE,NASARAWA
DOMA,NASARAWA
KARU,NASARAWA
KEANA,NASARAWA
KEFFI,NASARAWA
KOKONA,NASARAWA
LAFIA,NASARAWA
NASARAWA EGGON,NASARAWA
TOTO,NASARAWA
WAMBA,NASARAWA
NASARAWA,NASARAWA
OBI,NASARAWA
AGAIE,NIGER
AGWARA,NIGER
BIDA,NIGER
BORGU,NIGER
BOSSO,NIGER
CHANCHAGA,NIGER
EDATTI,NIGER
GBAKO,NIGER
GURARA,NIGER
KATCHA,NIGER
KONTAGORA,NIGER
LAPAI,NIGER
LAVUN,NIGER
MAGAMA,NIGER
MARIGA,NIGER
MASHEGU,NIGER
MOKWA,NIGER
MUNYA,NIGER
PAIKORO,NIGER
RAFI,NIGER
RIJAU,NIGER
SHIRORO,NIGER
SULEJA,NIGER
TAFA,NIGER
WUSHISHI,NIGER
ABEOKUTA NORTH,OGUN
ABEOKUTA SOUTH,OGUN
ADO ODO-OTA,OGUN
EGBADO NORTH,OGUN
EGBADO SOUTH,OGUN
EWEKORO,OGUN
IFO,OGUN
IJEBU EAST,OGUN
IJEBU NORTH,OGUN
IJEBU NORTH EAST,OGUN
IJEBU ODE,OGUN
IKENNE,OGUN
IMEKO/AFON,OGUN
IPOKIA,OGUN
OBAFEMI/OWODE,OGUN
ODEDA,OGUN
ODOGBOLU,OGUN
OGUN WATER SIDE,OGUN
REMO NORTH,OGUN
SAGAMU,OGUN
AKOKO NORTH EAST,ONDO
AKOKO NORTH WEST,ONDO
AKOKO SOUTH EAST,ONDO
AKOKO SOUTH WEST,ONDO
AKURE NORTH,ONDO
AKURE SOUTH,ONDO
ESE-ODO,ONDO
IDANRE,ONDO
IFEDORE,ONDO
ILAJE,ONDO
ILEOLUJI/OKEIGBO,ONDO
IRELE,ONDO
ODIGBO,ONDO
OKITIPUPA,ONDO
ONDO EAST,ONDO
ONDO WEST,ONDO
OSE,ONDO
OWO,ONDO
ATAKUMOSA EAST,OSUN
ATAKUMOSA WEST,OSUN
AYEDAADE,OSUN
AYEDIRE,OSUN
BOLUWADURO,OSUN
BORIPE,OSUN
EDE NORTH,OSUN
EDE SOUTH,OSUN
EGBEDORE,OSUN
EJIGBO,OSUN
IFE CENTRAL,OSUN
IFEDAYO,OSUN
IFE EAST,OSUN
IFE NORTH,OSUN
IFE SOUTH,OSUN
ILA,OSUN
ILESA EAST,OSUN
ILESA WEST,OSUN
IREWOLE,OSUN
ISOKAN,OSUN
IWO,OSUN
OBOKUN,OSUN
ODO-OTIN,OSUN
OLA-OLUWA,OSUN
OLORUNDA,OSUN
ORIADE,OSUN
OROLU,OSUN
OSOGBO,OSUN
IREPODUN,OSUN
IFELODUN,OSUN
AFIJIO,OYO
AKINYELE,OYO
ATIBA,OYO
ATISBO,OYO
EGBEDA,OYO
IBADAN NORTH,OYO
IBADAN NORTH EAST,OYO
IBADAN NORTH WEST,OYO
IBADAN SOUTH-EAST,OYO
IBADAN SOUTH WEST,OYO
IBARAPA CENTRAL,OYO
IBARAPA EAST,OYO
IBARAPA NORTH,OYO
IDO,OYO
IREPO,OYO
ISEYIN,OYO
ITESIWAJU,OYO
IWAJOWA,OYO
KAJOLA,OYO
LAGELU,OYO
OGBOMOSO NORTH,OYO
OGBOMOSO SOUTH,OYO
OGO-OLUWA,OYO
OLORUNSOGO,OYO
OLUYOLE,OYO
ONA-ARA,OYO
OORELOPE,OYO
ORI IRE,OYO
OYO EAST,OYO
OYO WEST,OYO
SAKI EAST,OYO
SAKI WEST,OYO
SURULERE,OYO
BARIKIN LADI,PLATEAU
BOKKOS,PLATEAU
JOS EAST,PLATEAU
JOS NORTH,PLATEAU
JOS SOUTH,PLATEAU
KANAM,PLATEAU
KANKE,PLATEAU
LANGTANG NORTH,PLATEAU
LANGTANG SOUTH,PLATEAU
MANGU,PLATEAU
MIKANG,PLATEAU
PANKSHIN,PLATEAU
QUA'AN PAN,PLATEAU
RIYOM,PLATEAU
SHENDAM,PLATEAU
WASE,PLATEAU
BASSA,PLATEAU
ABUA-ODUAL,RIVERS
AHOADA EAST,RIVERS
AHOADA WEST,RIVERS
AKUKU TORU,RIVERS
ANDONI,RIVERS
ASARI-TORU,RIVERS
BONNY,RIVERS
DEGEMA,RIVERS
ELEME,RIVERS
EMOHUA,RIVERS
ETCHE,RIVERS
GOKANA,RIVERS
IKWERRE,RIVERS
KHANA,RIVERS
OBIO/AKPOR,RIVERS
OGBA/EGBEMA/NDONI,RIVERS
OGU/BOLO,RIVERS
OKRIKA,RIVERS
OMUMA,RIVERS
OPOBO/NEKORO,RIVERS
OYIGBO,RIVERS
PORT HARCOURT,RIVERS
TAI,RIVERS
BINJI,SOKOTO
BODINGA,SOKOTO
DANGE/SHUNI,SOKOTO
GADA,SOKOTO
GORONYO,SOKOTO
GUDU,SOKOTO
GWADABAWA,SOKOTO
ILLELA,SOKOTO
ISA,SOKOTO
KWARE,SOKOTO
KEBBE,SOKOTO
RABAH,SOKOTO
S/BIRNI,SOKOTO
SHAGARI,SOKOTO
SILAME,SOKOTO
SOKOTO NORTH,SOKOTO
SOKOTO SOUTH,SOKOTO
TAMBUWAL,SOKOTO
TANGAZA,SOKOTO
TURETA,SOKOTO
WAMAKKO,SOKOTO
WURNO,SOKOTO
YABO,SOKOTO
ARDO - KOLA,TARABA
BALI,TARABA
DONGA,TARABA
GASHAKA,TARABA
GASSOL,TARABA
IBI,TARABA
JALINGO,TARABA
KARIM-LAMIDO,TARABA
KURMI,TARABA
LAU,TARABA
SARDAUNA,TARABA
TAKUM,TARABA
USSA,TARABA
WUKARI,TARABA
YORRO,TARABA
ZING,TARABA
BADE,YOBE
BURSARI,YOBE
DAMATURU,YOBE
FIKA,YOBE
FUNE,YOBE
GEIDAM,YOBE
GUJBA,YOBE
GULANI,YOBE
JAKUSKO,YOBE
KARASAWA,YOBE
MACHINA,YOBE
NANGERE,YOBE
NGURU,YOBE
POTISKUM,YOBE
TARMUWA,YOBE
YUNUSARI,YOBE
YUSUFARI,YOBE
ANKA,ZAMFARA
BAKURA,ZAMFARA
BIRNIN MAGAJI,ZAMFARA
BUKKUYUM,ZAMFARA
BUNGUDU,ZAMFARA
GUMMI,ZAMFARA
GUSAU,ZAMFARA
KAURA NAMODA,ZAMFARA
MARADUN,ZAMFARA
MARU,ZAMFARA
SHINKAFI,ZAMFARA
TALATA MAFARA,ZAMFARA
TSAFE,ZAMFARA
ZURMI,ZAMFARA
